"time","IAE_1.y","IAE_2.y","IE_1.y","IE_2.y","r_11.y","r_22.y","y_11.y","y_22.y"
293,17.6543,15,5.29412,2.31426e-7,1,0,1,4.32805e-8
294,17.6543,15,5.29412,1.91956e-7,1,0,1,3.58991e-8
295,17.6543,15,5.29412,1.59217e-7,1,0,1,2.97762e-8
296,17.6543,15,5.29412,1.32064e-7,1,0,1,2.46977e-8
297,17.6543,15,5.29412,1.09543e-7,1,0,1,2.04858e-8
298,17.6543,15,5.29412,9.08616e-8,1,0,1,1.69923e-8
299,17.6543,15,5.29412,7.53657e-8,1,0,1,1.40946e-8
300,17.6543,15,5.29412,6.25119e-8,1,0,1,1.16909e-8
300,17.6543,15,5.29412,6.25119e-8,1,1,1,1.16909e-8
300,17.6543,15,5.29412,6.25173e-8,1,1,1,1.16903e-8
300,17.6543,15,5.29412,6.25173e-8,0,1,1,1.16903e-8
301,18.7053,16.0196,4.24311,1.01956,0,1,1.06908,-0.0145591
302,19.7414,16.9976,3.20705,1.9976,0,1,0.985703,0.0677436
303,20.6552,17.8737,2.29327,2.87371,0,1,0.8363,0.182271
304,21.41,18.6322,1.5385,3.63219,0,1,0.673844,0.29994
305,22.0074,19.2769,0.941091,4.27689,0,1,0.524348,0.408656
306,22.4665,19.8193,0.481955,4.81928,0,1,0.398142,0.504277
307,22.8121,20.2729,0.136357,5.2729,0,1,0.297159,0.58626
308,23.0685,20.651,-0.120078,5.65099,0,1,0.219274,0.655568
309,23.2571,20.9655,-0.308657,5.96549,0,1,0.160779,0.713698
310,23.3952,21.2268,-0.446767,6.22679,0,1,0.117692,0.762227
311,23.4964,21.4437,-0.547962,6.44374,0,1,0.0863897,0.802633
312,23.5709,21.6238,-0.622461,6.6238,0,1,0.0638515,0.836224
313,23.6262,21.7732,-0.677784,6.77319,0,1,0.0476913,0.864122
314,23.6678,21.8971,-0.719361,6.89713,0,1,0.0360982,0.88728
315,23.6995,21.9999,-0.751054,6.99994,0,1,0.0277376,0.906497
316,23.724,22.0852,-0.77559,7.08523,0,1,0.0216482,0.92244
317,23.7433,22.156,-0.794879,7.15597,0,1,0.0171509,0.935667
318,23.7587,22.2146,-0.810263,7.21465,0,1,0.0137722,0.946639
319,23.7711,22.2633,-0.822686,7.26331,0,1,0.0111857,0.955739
320,23.7813,22.3037,-0.832823,7.30368,0,1,0.00916795,0.963288
321,23.7896,22.3372,-0.84116,7.33717,0,1,0.00756574,0.96955
322,23.7965,22.3649,-0.848058,7.36494,0,1,0.00627389,0.974743
323,23.8022,22.388,-0.853787,7.38798,0,1,0.00521929,0.979051
324,23.807,22.4071,-0.858558,7.40708,0,1,0.00435021,0.982624
325,23.811,22.4229,-0.862537,7.42293,0,1,0.00362924,0.985588
326,23.8143,22.4361,-0.865856,7.43608,0,1,0.00302851,0.988046
327,23.8171,22.447,-0.868626,7.44698,0,1,0.0025267,0.990085
328,23.8194,22.456,-0.870937,7.45602,0,1,0.00210702,0.991776
329,23.8213,22.4635,-0.872863,7.46352,0,1,0.00175592,0.993179
330,23.8229,22.4697,-0.874468,7.46974,0,1,0.00146231,0.994342
331,23.8243,22.4749,-0.875804,7.4749,0,1,0.00121695,0.995307
332,23.8254,22.4792,-0.876915,7.47918,0,1,0.0010121,0.996107
333,23.8263,22.4827,-0.87784,7.48274,0,1,0.000841244,0.996771
334,23.8271,22.4857,-0.878607,7.48568,0,1,0.000698877,0.997322
335,23.8277,22.4881,-0.879245,7.48812,0,1,0.000580358,0.997779
336,23.8282,22.4901,-0.879775,7.49015,0,1,0.000481771,0.998158
337,23.8287,22.4918,-0.880214,7.49183,0,1,0.000399821,0.998472
338,23.829,22.4932,-0.880579,7.49322,0,1,0.00033174,0.998733
339,23.8293,22.4944,-0.880882,7.49438,0,1,0.000275208,0.998949
340,23.8296,22.4953,-0.881133,7.49534,0,1,0.000228283,0.999128
341,23.8298,22.4961,-0.881341,7.49613,0,1,0.000189344,0.999277
342,23.83,22.4968,-0.881514,7.49679,0,1,0.00015704,0.9994
343,23.8301,22.4973,-0.881657,7.49734,0,1,0.000130243,0.999502
344,23.8302,22.4978,-0.881776,7.49779,0,1,0.000108017,0.999587
345,23.8303,22.4982,-0.881874,7.49817,0,1,8.95834e-5,0.999658
